,apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature,malware
94,com.LaguDlloydmp3Kenangan.HaturApps,3,0,0,0,0,1,8,2,2,2,0,True
95,aimoxiu.theme.mx026bb6b4732c10704d119a1504fb413f,1,0,0,0,0,1,0,5,8,4,0,False
96,com.OldOilCandlesDesignomadmad,3,0,0,0,0,1,9,3,2,2,0,False
97,com.hadcock.hoarding,9,0,2,3,0,5,11,7,11,6,0,True
98,com.jiyici,11,0,0,0,0,1,0,1,5,0,0,True
99,com,3,0,1,1,0,4,8,4,9,3,0,False
100,com.camelgames.shootukkbnbmgyhg,7,0,1,1,0,4,0,3,11,0,0,True
101,com.CaraMemutihkanBadan,3,0,0,0,0,1,4,2,2,2,0,False
102,com.adesk,11,0,2,3,2,7,10,9,14,9,0,False
103,com.easyxapp.secret,17,1,7,5,3,9,5,9,17,9,0,True
104,com.andromo.dev314697,6,0,0,0,0,1,4,3,2,2,1,False
105,com.atunnecliffe,2,0,1,0,0,1,11,4,2,2,0,False
106,com.cooeeui.zenlauncher,26,1,4,6,0,7,11,10,31,12,6,True
107,com.pepizhoopum.zagreb,5,0,0,0,0,1,0,4,9,2,0,False
108,com.alfasistemas.redmega,7,0,0,1,1,1,12,4,4,3,0,False
109,com.psyphoarazitomolt2.aspectacularscreenprank,4,0,3,3,0,6,2,6,10,5,0,True
110,com.hns.yhjn.wsa.vjlOFASEF,2,0,1,1,0,2,0,1,18,1,0,True
111,com.qmtiku.categoryId_9,26,1,3,4,0,7,0,6,18,3,0,True
112,com.hadi.bakalim4,4,0,1,2,0,4,0,1,6,2,0,True
113,com.diet,2,0,0,0,0,1,4,3,2,2,0,False
114,com.androidrocker,2,0,1,1,0,4,0,2,8,1,0,False
115,co.lvdou.livewallpaper,3,0,0,1,0,2,6,6,6,2,0,False
116,com.andromo.dev378700,5,0,0,0,0,1,5,3,2,2,1,False
117,com.mm.ys,19,0,1,0,1,8,2,11,20,10,2,True
118,com.babelprov,1,0,0,0,0,1,0,0,7,0,0,False
119,com.deex.navd,2,0,3,1,0,14,0,0,30,0,0,True
120,com.lezuogame.fgyxji,4,0,0,0,0,1,0,1,9,0,0,True
121,co.kr.sess21,5,0,0,0,0,1,11,3,2,2,0,False
122,com.MacrameBagDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0,True
123,com.greetingcardshop.i.call.scree.free.dialer,17,0,2,2,0,6,2,7,26,6,1,True
124,com.androdev22.muslimahdresses,3,0,0,0,0,1,4,2,2,2,0,True
125,com.dinapp,5,0,0,0,0,1,10,3,2,2,0,False
126,com.hardbass.volumeup.soundbooster.volumebooster,6,0,4,1,0,5,3,8,8,3,0,True
127,com.MinimalistCupboardDesign.PajrApp,3,0,0,0,0,1,8,2,2,2,0,True
128,com.hardwareInfo.android.howfhe,22,0,5,2,0,4,0,2,17,0,2,True
129,com.fabrrsfafs.fa,11,0,0,0,0,1,0,2,13,0,0,True
130,classicrock.music,2,0,0,0,0,1,8,2,2,2,0,False
131,com.asem.contactfilter,9,0,3,1,0,9,5,8,13,9,0,True
132,co.lvdou.livewallpaper,3,0,0,1,0,2,3,6,6,2,0,False
133,ch.crisi,6,0,0,0,0,1,4,7,3,1,0,False
134,com.IdeColorBedroomWalls,3,0,0,0,0,1,4,2,2,2,0,True
135,com.appbuilder,157,0,3,5,0,14,0,6,17,6,0,False
136,com.hate.iphonedevice,1,0,0,0,0,1,0,0,4,0,0,True
137,br.com.wecare.pid.pidwecare,2,0,0,0,0,1,5,4,2,1,0,False
138,com.ayurmedapp,4,0,0,0,0,1,14,7,9,6,0,False
139,com.andromo.dev23019,5,0,0,0,0,1,9,7,2,2,1,False
140,com.batampos.epaper,1,0,0,0,0,1,1,1,2,0,0,True
141,aimoxiu.theme.mxddd4f5aed7842f0ebe6025b8d11df54f,1,0,0,0,0,1,0,5,8,4,0,False
142,com,2,0,1,1,0,4,8,4,9,3,0,False
143,com.andromo.dev130378,39,0,1,36,0,9,1,4,4,3,1,False
144,badner,1,0,0,0,0,1,11,2,0,0,0,False
145,com.aftgg,6,0,1,1,1,3,7,5,5,2,1,False
146,com.dfghjktyu.yydfvA952024CFFBE32DD2FA969828898E29F2BB7E6F7,2,0,3,3,0,18,0,4,17,1,0,True
147,com.polarbit.ragingthFJKSGUOS,2,0,1,1,0,2,0,1,10,0,0,True
148,com.android.scsd,31,0,3,2,0,11,5,6,11,7,0,False
149,cm.clean.master.ram.du.speed.booster,10,2,7,8,1,12,19,7,14,5,0,False
150,com.bukuoryzaee.pooroutlook,5,0,0,0,0,1,20,7,3,3,0,True
151,com.fatesky.jappka.batariapro,17,0,10,12,0,5,0,6,19,3,0,True
152,clean.android,1,0,0,0,0,1,0,0,7,0,0,False
153,com.auybbb,17,0,5,3,2,9,4,10,44,7,0,False
154,com.lwp.memorylane.blackcat,7,0,1,2,0,4,17,7,8,4,1,True
155,com.ballistic,4,0,1,0,0,4,0,7,9,7,5,False
156,alei.switchprodayfgrdgdghtfefs,20,0,9,1,0,36,0,9,33,10,5,True
157,com.i4evercai.fhowfw,30,0,0,2,0,2,0,2,17,0,2,True
158,com.appslock,6,0,3,1,0,4,1,3,8,5,2,False
159,com.hayatouki.zayton,3,0,0,0,0,1,9,3,2,2,0,True
160,cn.eceiehe,1,0,1,1,0,2,0,6,10,3,0,False
161,aimoxiu.theme.mx45dc05da0eee982eb9b2e38e70f9e240,1,0,0,0,0,1,0,5,8,4,0,False
162,appscanyon.fastcharger.battery,2,0,2,1,0,3,7,4,18,8,0,False
163,com.ggnes.nekketsusoccerleagueofefes,2,0,2,1,0,3,5,3,10,0,0,True
164,anace.com.audiobooks.investing,4,0,0,0,0,1,17,5,2,2,0,False
165,amg,9,0,0,0,0,1,8,3,2,2,0,False
166,bth.studio.englishgrammarandvocabulary,9,0,2,1,0,3,4,4,6,5,0,False
167,com.DesignSchoolUniform.hyuapp,3,0,0,0,0,1,8,2,2,2,0,True
168,com.ifykk.cn,7,0,0,0,0,1,20,7,4,1,0,True
169,com.kmb.BeautifulNailArt,3,0,0,0,0,1,4,2,2,2,0,True
170,XzzTgJM.DAizR.JCRmvMS,11,0,3,9,0,25,0,0,83,0,0,True
171,com.joelnetwork.official,2,0,0,0,0,1,7,2,6,3,0,True
172,com.bedtime,4,0,0,0,0,1,6,3,7,4,0,False
173,childhood.dream.pink.girl.typany.u7000000581,6,0,2,0,0,4,8,7,9,4,0,False
174,air.Escapezone15ZebraEscape,2,0,0,0,0,1,2,3,5,3,0,False
175,com.m.android.data,2,0,2,0,1,5,0,3,13,3,0,True
176,com.andromo.dev283381,10,0,1,9,0,9,1,4,4,3,1,False
177,aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0,False
178,com.android,11,1,4,9,0,24,0,3,34,1,0,False
179,com.bukuoryzaee,4,0,0,0,0,1,16,5,3,3,0,False
180,com.bukuoryzaee.slepingugly,4,0,0,0,0,1,16,5,3,3,0,True
181,com.cqsoluciones.radio,1,0,0,1,2,1,14,2,1,0,0,False
182,br.com.zadanet,10,0,0,0,4,1,8,4,5,4,0,False
183,com.andromo.dev314543,10,1,0,1,0,1,4,3,3,2,1,False
184,com.rnstudio.mzain,3,0,0,0,0,1,4,2,2,2,0,True
185,com.ringtonewq,20,0,4,9,0,13,0,2,12,0,0,True
186,b4a,16,0,2,2,0,2,6,10,8,5,0,False
187,com.djair.browser,3,0,1,1,0,4,0,2,10,0,0,True
188,appinventor.ai_sovernigo,4,0,0,0,0,1,24,8,4,3,0,False
189,ar.nerd.detector,2,0,1,1,0,1,9,9,1,1,0,False
190,com.bathroomdesigns.sninofox99,3,0,0,0,0,1,4,2,2,2,0,True
191,com.appall,4,0,2,0,0,4,26,4,2,2,0,False
192,OTbearAnswerET.ghongcarpente0402,11,0,1,1,0,4,0,2,8,1,0,True
193,br.com,5,0,1,0,0,2,3,1,3,0,0,False
194,com.PoolBreakPro.taiqiu,24,0,0,4,0,3,0,3,15,4,0,True
195,com.androidemu.wfeoewh897AAFC21CF985E1C799DA2803AC12C8AED0598B,12,0,0,1,0,3,0,6,12,3,0,True
196,com.CaraMenghilangkanBauKetiak.AsidiqMedia,3,0,0,0,0,1,9,3,2,2,0,False
197,com.nestik.foodandbeverages,3,0,0,0,0,1,8,2,2,2,0,True
198,com.OrigamiPaperTutorials.Tarra,3,0,0,0,0,1,4,2,2,2,0,True
199,com.TeknikMesinMotor.globalmandiri,3,0,0,0,0,1,8,2,2,2,0,True
200,com.ms.brain,6,0,1,2,0,1,5,7,9,5,0,True
201,com.andromo.dev137436,21,0,1,20,0,9,2,4,4,3,1,False
202,com.jlur.xoqz,2,0,3,1,0,15,0,0,30,0,0,True
203,com.dollfurnituredesignideas.djamila,3,0,0,0,0,1,4,2,2,2,0,True
204,com.bumg.bjcs,2,0,3,1,0,14,0,0,30,0,0,True
205,com.BeautyHighHeels.sofiaa,3,0,0,0,0,1,4,2,2,2,0,True
206,com.aspergillus,3,0,0,0,0,1,12,3,0,0,0,False
207,com.androidstudioapps,3,0,0,0,0,1,4,5,3,3,0,False
208,com.apps1a,2,0,0,0,0,1,0,1,6,3,0,False
209,com.aag,24,0,1,0,0,3,8,7,11,6,0,False
210,com.ayurveda,4,0,0,0,0,1,4,6,6,5,0,False
211,com,0,0,1,1,0,1,0,1,0,0,0,False
212,apps.infinite,6,0,0,0,0,1,15,4,2,2,0,False
213,com.hkinfoway,6,0,12,10,0,14,4,7,38,9,0,True
214,com.cjjsj.jisuanji,7,1,1,4,0,1,0,3,11,0,0,True
215,com.goyal.fishinghkapk,1,0,0,0,0,1,0,0,7,0,0,True
216,com.BathroomDesign,3,0,0,0,0,1,4,2,2,2,0,False
217,com.camineo.exploralite,11,1,0,0,1,2,3,5,11,7,3,False
218,com.burin.orkdn8E1EA9D1DF55CD83CDE8947A74BA77AD0C790F73,16,1,9,21,11,32,0,13,33,10,0,True
219,appinventor.ai_finezall1.Warmups,4,0,0,0,0,1,30,8,3,3,0,True
220,com.alo.ui,7,0,5,11,0,18,0,4,17,1,0,True
221,com.affiliatebootcamp,1,0,0,0,0,1,0,1,7,1,0,False
222,com.danez,6,0,1,1,0,3,5,7,6,4,3,False
223,com.BeatifulHijabWeddingDres.myapp,3,0,0,0,0,1,8,2,2,2,0,True
224,com.cnhf.laso,2,0,3,1,0,15,0,0,30,0,0,True
225,com.androidemu,11,0,0,1,0,3,0,2,14,0,0,False
226,com.felix.trumpetcall,1,0,0,0,0,1,0,0,2,0,0,True
227,com.example.adultvictoria,13,0,14,10,2,16,2,12,30,13,0,True
228,com.androiderapps,7,1,3,2,0,5,7,5,5,3,0,False
229,com.camaieu.btc,1,0,0,0,0,1,1,1,2,0,0,True
230,appinventor.ai_xerror10.QRScan,3,0,0,0,0,1,26,7,7,4,0,False
231,com.hwed.faxieqsfnh,5,1,2,3,0,3,0,3,9,0,0,True
232,com.bladeandfeather,1,0,0,0,0,1,7,2,6,1,0,False
233,com.TipsMengobatiSakitKepala.rondiahndroid,3,0,0,0,0,1,8,2,2,2,0,True
234,com.keone.demo,18,8,1,10,0,6,0,0,20,0,0,True
235,com.ktls.fileinfo726F80FD12B1882797ABDAFE29824D7060B5A699,18,0,8,6,0,18,0,2,17,0,0,True
236,apps.infinite.heytunnelechosound,6,0,0,0,0,1,15,4,2,2,0,False
237,com.gucdxj.cuiymapp.whyy,8,0,0,1,0,1,3,7,11,4,0,True
238,com.ZXHSBapp.raokouL,6,0,1,2,0,2,0,2,8,0,0,True
239,com.enttt.errrr,4,0,0,0,0,1,8,3,2,2,0,True
240,com.alarmphone.protectmyphonealarm,2,0,0,1,0,1,5,3,4,4,0,False
241,com.laguSEVENTEENMp3Lengkap.hadidroid,3,0,0,0,0,1,8,2,2,2,0,True
242,com.agus.deuts,3,0,0,0,0,1,4,2,3,2,0,False
243,com.devuni.flashlight8E17D18390016925DC75E933F2BEE657897F70D0,6,0,3,4,1,6,5,5,14,7,3,True
244,com.akshay9.symbiwifilogin,4,0,1,0,1,3,9,4,3,1,0,False
245,com.bmsoft,10,0,0,0,0,1,0,2,8,1,0,False
246,appinventor.ai_Duo_Oosthuizen.ResponsibleDriver,1,0,1,0,0,3,22,8,20,9,0,False
247,cn.ddlklkflkflke.onehelper,6,1,5,7,0,12,0,2,11,0,0,True
248,com.latesteveninglongdress.sarimanapps,3,0,0,0,0,1,4,2,2,2,0,True
249,com.mini.seachchrome,1,0,0,0,0,1,0,0,4,0,0,True
250,com.justconfession.app,2,0,3,1,2,8,5,7,10,5,0,True
251,com.afrikaans.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0,True
252,com.awesome,6,0,0,0,0,1,0,4,8,3,0,False
253,com.paic.dsd,34,1,1,3,0,3,0,2,18,0,0,True
254,com.ceritalucubangettentangbelajar.forernsics.online,5,0,0,0,0,1,9,4,2,2,0,False
255,com.NaatsnBayans.AbdulKhaliqMadni,8,0,0,0,0,1,15,3,2,2,0,False
256,com.SareeDrapes.asolelek,3,0,0,0,0,1,4,2,2,2,0,True
257,co.alattas.taskrecorder,15,0,4,0,0,6,8,3,7,3,0,False
258,com.VaseDesignIdeas.myapp,3,0,0,0,0,1,4,2,2,2,0,True
259,com.auybbb,17,0,5,3,2,9,4,10,44,7,0,False
260,com.chenzhouxxsesxchuin,4,0,1,1,0,2,1,6,9,3,0,True
261,com.bisapp,2,0,0,0,0,1,0,2,2,1,0,False
262,com.aitype.android.theme.pg_creepy_phone,8,0,4,2,1,9,2,7,12,5,0,False
263,com.bite.dth,4,0,1,0,0,3,0,3,6,4,0,False
264,com.crazypeak,4,1,1,1,0,10,0,6,20,3,2,False
265,air.EscapeGamesDay244,2,0,0,0,0,1,2,3,5,3,0,False
266,com.fatrthik.fattyfffx,8,0,1,1,0,2,0,3,8,1,0,True
267,com.qmtiku.categoryId_85,26,0,3,4,0,7,0,6,17,3,0,True
268,com.ishow.dgxdt46,6,0,1,1,1,3,0,7,15,7,1,True
269,cal.size.carburator,1,0,0,0,0,1,0,0,3,0,0,False
270,com.devchi,6,0,0,0,0,1,6,7,8,4,0,False
271,com.bhkapps.shouter,7,1,3,5,0,10,10,7,15,5,1,True
272,com.leung.kafai,2,0,3,2,1,24,2,9,23,8,0,True
273,com,9,0,1,4,0,3,14,3,4,2,0,False
274,checkDigit,2,0,0,0,0,1,4,2,2,2,0,False
275,com.app.just.download,4,0,1,0,0,2,4,6,5,4,0,False
276,com.bug,6,0,2,1,0,3,3,4,10,1,0,False
277,com.barcoderealty,1,0,0,0,0,1,0,0,1,0,0,False
278,com.bookdepth.quotes,9,0,0,0,0,7,15,4,2,2,0,False
279,com.ShelfDecoration.asolelek,3,0,0,0,0,1,4,2,2,2,0,True
280,com.downn,4,0,0,0,0,1,8,3,2,2,0,False
281,com.CaraMemanjangkanBuluMata.hadidroid,3,0,0,0,0,1,8,2,2,2,0,True
282,com.greetingcardshop.LG.caller.screen,17,0,2,2,0,6,2,7,26,6,1,True
283,com.apollo,1,0,0,0,0,1,1,1,2,0,0,False
284,com.appspot.feedcontents,2,0,0,1,0,2,1,2,2,2,1,False
285,com.coolmenshairstyles.Panroll,3,0,0,0,0,1,4,2,2,2,0,True
286,bubei.modfgvnb,2,0,1,1,0,2,2,1,9,0,0,True
287,com.bdidiaagfd,8,0,1,1,2,2,4,5,9,3,0,False
288,com.jiedai.loan,25,3,3,2,0,16,0,2,20,0,0,True
289,com.Kumpulanpuisi.femilyadroid,3,0,0,0,0,1,8,2,2,2,0,True
290,com.cn.sc.cd.janli.xiaobaomagic,4,0,1,1,0,4,0,1,14,1,0,True
291,com.appsdv,9,0,3,1,2,6,5,6,14,5,0,False
292,com.luhqio.haitunpay4E0D21739059B99E7A46A6E7C6C8EFE2E5B0EE08F,32,0,1,2,3,5,20,8,10,5,0,True
293,com.andromo.dev171890,5,1,0,1,0,1,4,3,3,2,1,False
294,com,3,0,3,1,0,2,17,5,4,4,0,False
295,com.mllwp.octopus,7,0,1,2,0,4,17,7,8,4,1,True
296,com.DIYNecklaceforWomen.henapps,3,0,0,0,0,1,4,2,2,2,0,False
297,com.bobisoft.wallpaper,6,0,2,2,0,4,5,7,3,3,1,False
298,com.cuteminidressdesign,3,0,0,0,0,1,4,2,2,2,0,False
299,by.a_ogurtsov.utilsbor,7,0,0,0,0,1,12,4,0,0,0,False
300,com.dreampedia.caraampuhpsikotes,3,0,0,0,0,1,5,2,2,2,0,True
301,com.bright,2,0,1,0,0,2,0,1,10,1,0,False
302,blue.sky.skyin20170608242794EC192460A15EF40428E90BA4FBBA8A69BB,5,1,0,0,0,2,5,4,7,1,0,True
303,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
304,abai.kz.book,7,0,0,0,0,3,0,2,8,3,0,False
305,br.com.devmaker.rcapp,6,0,1,1,0,2,3,2,4,1,0,False
306,com.androprey.khmermusic.khmerstar,4,0,2,2,0,1,14,11,6,5,0,False
307,com.andack.ajjkepwgcroputils,8,1,2,6,0,4,0,3,18,0,0,True
308,com.clipper.trans,11,1,1,5,0,2,0,3,41,0,2,True
309,adnan,24,0,1,0,0,2,9,5,5,4,0,False
310,com.abast.homebot,5,0,0,0,0,2,14,3,4,1,0,False
311,com.abrutal.war,2,0,1,1,0,2,0,2,7,0,0,True
312,com.elfswipe54BD63B9D72FC2493E68D4866E6C58F91F2007D6,7,1,3,5,0,10,12,7,15,5,1,True
313,com.newminisevenqi.qwgq,4,0,1,1,0,2,0,3,13,0,0,True
314,com.android.liulinger,4,0,3,1,0,9,0,0,19,0,0,True
315,com.jl.sudai,11,0,0,0,0,1,7,6,4,4,0,True
316,appinventor.ai_abualfisal3599.AlruqiaAlsharaia,1,0,0,0,0,1,28,7,6,4,0,True
317,com.qmtiku.categoryId_5606B54EE7741C5CCA8920E4BE94CA290273C1DE21,26,0,3,4,0,7,0,6,17,3,0,True
318,appinventor.ai_blogdarobotica.BTarduinoController,3,0,0,0,0,1,30,8,5,3,0,False
319,com.boly.wxmultprofesor,11,0,0,1,0,1,0,1,19,0,0,True
320,com.ghongzp.util.funtorch,7,0,1,1,0,2,0,1,10,0,3,True
321,com.cyni.lyrics,2,0,0,0,0,1,8,2,2,2,0,True
322,com.eventguide.helloworld,1,0,0,0,0,1,0,0,1,0,0,True
323,com.easpped,7,1,1,5,0,1,0,3,5,0,0,True
324,com.pusat.songga,4,0,0,0,0,1,6,3,6,4,0,True
325,com.ecapycsw.qwkjrepp,2,0,1,1,0,2,0,2,10,1,0,True
326,com.Resep.OlahanTeri,3,0,0,0,0,1,9,3,2,2,0,False
327,com.cbinternational,7,0,0,0,0,6,10,3,2,2,0,False
328,appinventor.ai_sikha_ngele08.RecipeCalculator_n_StoreLocator,6,0,0,0,0,1,30,7,3,3,0,False
329,com.albumsayangvialengkap,3,0,0,0,0,1,9,3,2,2,0,False
330,com.adcfirm,5,0,0,0,2,1,9,6,7,3,0,False
331,com.daywin.secret,6,1,0,0,0,2,0,6,16,3,0,True
332,com.erlingyiliusiyuejiu.wangjunkaidongtaitupian,3,1,2,2,0,5,0,1,16,0,0,True
333,agency.messaggio.lyre,4,0,0,0,0,4,26,4,7,3,1,False
334,com.bt.wallpapers,15,0,1,2,0,11,0,2,11,2,0,False
335,com.one.FlowerCraftTutorial,3,0,0,0,0,1,4,2,2,2,0,True
336,altinkum,4,0,1,1,1,3,4,5,11,5,0,False
337,com.parsons.android.jq,5,0,2,2,0,2,0,2,11,0,0,True
338,code.alphonso.android.bookviewer.books,1,0,0,0,0,1,11,2,0,0,0,False
339,com.cvg,9,0,6,15,0,23,0,0,42,0,0,False
340,com.hp3347.rsf,7,3,1,1,0,10,16,11,13,9,2,True
341,com.a8355439035272864fa48b22a,7,0,0,0,0,1,16,7,7,5,2,False
342,com.cfinc.homee.themepack,2,0,2,1,9,5,11,7,2,2,0,False
343,com.aahl.rlsq,54,0,5,6,2,19,0,12,35,12,0,False
344,com.ezzebd.androidassistant817812E82F74739FCECF95DFCE9FA126F83A9674,12,0,8,9,0,11,4,9,27,15,0,True
345,com.afar.ajianbrajamusti,3,0,0,0,0,1,9,3,2,2,0,False
346,appinventor.ai_violentvioletproductions.TABARNAC,1,0,0,0,0,1,28,7,4,4,0,True
347,com.andromo.dev6995,8,0,0,0,0,1,4,3,2,2,1,False
348,appinventor.ai_warungappdev.DUTI_TRAVEL,1,0,0,0,0,1,30,8,3,3,0,False
349,com.android.pentatonixA910604C916EBC9615BB7F4DE6B8AC6F6051E70F,7,0,4,2,0,22,0,0,27,0,0,True
350,co.il.webe,6,0,3,2,0,7,1,7,13,10,0,False
351,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
352,com.Desaintempat.tidur,3,0,0,0,0,1,5,2,2,2,0,True
353,com.dorilradio.is,11,0,1,1,1,5,5,8,9,7,0,True
354,com.mj.ghongaklyndaxc,2,0,1,1,0,2,5,3,9,1,0,True
355,URCGD.TrAF.xeKGFr,27,0,7,12,0,26,0,0,83,0,0,True
356,com.almanshurin,1,0,0,0,0,1,0,1,7,1,0,False
357,apps.infinite,6,0,0,0,0,1,15,4,2,2,0,False
358,com.goyalp.website2apk,1,0,0,0,0,1,0,0,7,0,0,True
359,com.broadspectrumfree.kg5jst,2,0,0,0,0,1,8,2,4,2,0,True
360,bookingpink.com,2,0,1,1,0,1,13,10,5,3,0,False
361,com.andromo.dev186294,4,1,0,1,0,1,4,3,3,2,1,False
362,com.activesofthk,8,0,3,2,0,13,1,3,10,3,0,False
363,com.rt.srs.mobile.mreloae69311E68E1DDE0CE0A6C74A0F548261FD15B322C,17,0,0,0,0,1,0,1,6,0,7,True
364,com.burin,16,1,9,21,11,32,0,13,33,10,0,False
365,co.kaver,9,0,0,0,0,1,0,4,3,0,0,False
366,app.newspapers,9,0,1,1,0,3,4,6,10,4,0,False
367,com.debug_zone,11,0,0,1,0,1,2,5,6,3,0,False
368,com.khmer.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0,True
369,com.raincloudlivewallpaper4963885,7,0,1,2,0,4,17,7,8,4,1,True
370,com.airandclock.bylhzz.zh.bac,4,1,1,1,0,6,1,6,18,4,0,True
371,com.greetingcardshop.i.call.hd.full.screen.caller.id,21,0,1,2,0,6,4,8,26,7,1,True
372,com.bihcd.fishin2vhj,8,0,1,1,0,2,1,4,9,2,0,True
373,com.futurnal.beautywall09611EF06CAE5307DC4EE7C28C386010BBF33C54,1,0,6,9,0,16,0,8,40,4,0,True
374,com.calculator,9,0,0,0,0,1,0,6,6,3,0,False
375,com.photorecoveryshop.v2015,6,0,1,0,0,2,0,6,10,3,0,True
376,appinventor.ai_angelovaldora.OndaLigure,4,0,0,0,1,1,27,7,9,5,0,True
377,com.newinfomaeightba.BlowApp,9,0,5,3,0,8,9,6,22,7,0,True
378,com.appall.memorialschedule,6,0,1,2,0,4,26,4,2,2,0,True
379,appinventor.ai_harryauwm.HarryCompassA,2,0,0,0,0,1,26,7,8,4,0,False
380,appinventor.ai_homelawyer_ve.COPP,1,0,0,0,0,1,30,7,3,3,0,False
381,com.gongjin.cradio,6,0,0,2,0,1,3,5,11,7,7,True
382,com.apppeople,2,0,1,1,0,4,9,6,14,5,0,False
383,com.ptn.A1BeautifulNails,3,0,0,0,0,1,4,2,2,2,0,True
384,com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0,False
385,com.bugwood,3,0,0,0,0,1,11,5,2,2,0,False
386,com.android.gus,1,0,3,3,0,6,2,4,13,2,0,False
387,com.dxjxrr.GoogleTranslator,5,0,0,5,0,1,0,6,14,3,0,True
388,com.bastian,2,0,0,0,0,1,6,4,3,2,0,False
389,com.org.face,16,0,3,4,0,12,0,2,50,0,0,True
390,com.bestapps,3,0,0,0,0,2,12,7,2,2,0,False
391,com.google.provision,2,0,3,2,1,24,2,9,21,8,0,True
392,com.age.aravindreddy.agezodiacsign,6,0,0,0,0,1,14,4,2,2,0,False
393,com.bilution,9,0,1,1,0,4,8,9,8,4,0,False
394,com.partydressdesign.yuhara,3,0,0,0,0,1,8,2,2,2,0,True
395,com.gucdxj.tendrops,5,0,0,2,0,1,0,6,13,3,0,True
396,cn.d.vdfrt.hkb,37,0,0,1,5,1,7,8,16,8,0,True
397,com.efguc.webview,7,1,1,5,0,1,0,3,6,0,0,True
398,com.example.calculatorforprogrammerB9D29E7D06E81EA6150D5BFCBADCC20BE8AB117B,5,0,1,0,2,2,8,7,7,5,0,True
399,com.mitpplay.uejjorai,9,0,1,0,0,2,4,8,12,4,0,True
400,com.btrt.zsgm,2,0,3,1,0,15,0,0,30,0,0,True
401,appinventor.ai_dwi31endang.ALISHACHINAI,3,0,0,0,1,1,34,9,4,4,0,True
402,com.malaysia90an.thejoker,3,0,0,0,0,1,9,3,2,2,0,True
403,com.bestwallpaperscollection,9,0,4,3,0,5,7,8,14,6,0,False
404,com.abhyuday,7,0,0,0,1,1,19,4,4,2,0,False
405,com.asfwan.foresight,2,0,0,1,0,1,7,3,2,2,0,False
406,com.ishow.dzhsq0,6,0,1,1,1,3,3,9,15,7,1,True
407,com.CuteFlowers,3,0,0,0,0,1,4,2,2,2,0,False
408,com.db.wholesaledokan,1,0,0,0,0,1,0,1,4,1,0,True
409,cat.tv3.eng,31,1,2,0,0,3,10,9,6,4,0,False
410,co.kr.colorfuldna,12,0,4,2,0,7,1,6,11,4,0,False
411,com.cassie.instagram.unfollow,3,1,0,0,0,1,2,6,6,2,0,True
412,com.androdev22.beautyhandbag,3,0,0,0,0,1,4,2,2,2,0,True
413,com.qzk.share528E2B87259829139004A17D5FB8B0B5F28DFE79,32,1,0,0,0,2,0,2,8,0,0,True
414,com.delisiousbf,6,0,4,3,0,5,2,8,16,8,0,False
415,cn.thoughtquanty.zljpdi,2,0,0,1,0,1,2,5,7,3,0,True
416,cn.barongzapp,2,0,1,1,0,2,1,4,10,3,0,False
417,appinventor.ai_d_russo.Calcola_multi_area,5,0,0,0,0,1,30,8,5,3,0,False
418,cc.po,2,0,1,3,1,26,4,8,13,5,0,True
419,com.nestik.json,3,0,0,0,0,1,8,2,2,2,0,True
420,appinventor.ai_jmasque,3,0,0,0,0,1,30,7,5,3,0,False
421,app.xunxun.homeclock2FEB682295D9A620F27F31E635B6267331277791,9,1,1,5,0,1,0,3,12,0,0,True
422,com.hd.android.tubede,13,2,11,10,0,12,0,6,34,3,1,True
423,appinventor.ai_arnold501,4,0,0,0,0,1,28,7,5,4,0,False
424,com.atop,3,0,0,0,0,2,10,3,2,2,0,False
425,com.aries.duxin.xlx4465FD5CD93093DC18007EB0162BA1854FE90C58,8,0,0,1,0,1,0,2,10,0,0,True
426,com.android.panel.settings.bro,2,0,1,1,0,19,2,3,13,5,0,True
427,com.docsuggest_doc_mamtha_reddy,1,0,0,0,0,1,11,7,10,5,0,False
428,com.WeddingTartDesigns.RylaiCrestfall,3,0,0,0,0,1,4,2,2,2,0,True
429,chothsesh,5,0,1,1,0,2,7,6,5,2,0,False
430,cn.pccyladdo.vrvizhnzsy,2,0,0,1,0,1,2,4,6,2,0,True
431,com.Destinasi.lombok,3,0,0,0,0,1,5,2,2,2,0,False
432,br.com.vemprobairro.mobile,1,0,0,0,0,1,0,2,5,2,0,False
433,com.myfamilybazaar.app,1,0,0,0,0,1,0,0,4,0,0,True
434,com.LaguTrioLibelsMp3.Unique_Studio,3,0,0,0,0,1,8,2,2,2,0,True
435,appinventor.ai_loverockshard,2,0,0,0,1,1,28,7,6,4,0,False
436,com.mumayi.paymentpay,14,0,0,1,0,2,10,12,21,6,0,True
437,com.kingoapp.root,5,0,2,3,0,4,3,6,35,9,0,True
438,com.cooeeui.zenlauncherEE22189808EFD7AA25E4E53E9016BEEB39C440C9,24,1,5,5,0,9,9,8,30,11,6,True
